account_id,total_amount,avg_amount,tx_count,avg_balance_diff,zero_balance_count,riskScore,class
C207314496,108007.87,108007.87,1,0.0,1,3.14,NORMAL
C2059661879,436909.1,436909.1,1,2063.0,0,14.16,NORMAL
C229572864,1335.16,1335.16,1,0.0,1,21.55,NORMAL
C254078779,76922.32,76922.32,1,31627.0,0,4.64,NORMAL
C224786116,55227.84,55227.84,1,22105.0,0,4.52,NORMAL
C2084085435,253871.87,253871.87,1,0.0,1,6.12,NORMAL
C1861532164,341403.71,341403.71,1,341403.7,0,51.07,NORMAL
C983155888,394103.15,394103.15,1,0.0,1,14.93,NORMAL
C302595871,133085.38,133085.38,1,10787.0,0,1.13,NORMAL
C1476795066,203607.08,203607.08,1,0.0,1,3.49,NORMAL
C1040626784,239970.02,239970.02,1,0.0,1,5.24,NORMAL
C2014356054,159061.66,159061.66,1,5258.0,0,1.32,NORMAL
C1117823277,132480.97,132480.97,1,2017.0,0,2.21,NORMAL
C1202579115,201279.62,201279.62,1,9623.0,0,2.09,NORMAL
C1850999656,204.22,204.22,1,204.22000000000116,0,16.65,NORMAL
C972565938,16871.22,16871.22,1,16871.22,0,9.86,NORMAL
C1931126401,228706.19,228706.19,1,228706.19,0,34.07,NORMAL
C1350852781,117724.62,117724.62,1,0.0,1,1.98,NORMAL
C355497156,297946.03,297946.03,1,60817.0,0,8.83,NORMAL
C1364992271,36036.88,36036.88,1,0.0,1,8.22,NORMAL
C1804760387,93752.44,93752.44,1,15791.0,0,2.89,NORMAL
C573343612,211068.87,211068.87,1,0.0,1,4.38,NORMAL
C1620548194,79271.98,79271.98,1,0.0,1,3.94,NORMAL
C2102595133,11165.48,11165.48,1,0.0,1,15.34,NORMAL
C1585738732,155132.37,155132.37,1,539.0,0,1.95,NORMAL
C1338236223,292191.14,292191.14,1,85100.0,0,12.32,NORMAL
C1148299416,55325.32,55325.32,1,1278.0,0,5.92,NORMAL
C105493020,179600.86,179600.86,1,0.0,1,2.7,NORMAL
