src,dst,amount,step,fraudEdge
C1385582847,C71277599,27506.09,2339,0
C1385582847,C1062050493,47854.18,2345,0
C1073393831,C1620548194,20601.58,2349,0
C1073393831,C105493020,4112.16,2353,0
C1073393831,C1670058397,8324.98,2354,0
C494285003,C89448147,15972.83,2358,0
C494285003,C997179270,16306.16,2364,0
C494285003,C1075370721,48781.02,2367,0
C494285003,C870501648,38152.92,2369,0
C494285003,C249131970,28301.74,2374,0
C547541663,C1184780682,22755.0,2377,0
C547541663,C884667298,5292.18,2379,0
C547541663,C619032673,47296.55,2382,0
C950466075,C1590867054,15979.39,2387,0
C950466075,C1201702509,25164.14,2389,0
C950466075,C458087638,23607.35,2394,0
C950466075,C1856208585,25119.83,2397,0
C950466075,C1944390869,47289.02,2398,0
C574159850,C2092532708,3001.75,2403,0
C574159850,C483776122,30077.18,2407,0
C574159850,C1912755229,33789.77,2413,0
C574159850,C1347977125,27066.19,2416,0
C574159850,C1029827131,21830.92,2417,0
C803875434,C850447698,28309.93,2420,0
C803875434,C1967296518,27884.53,2423,0
C803875434,C1570698094,19624.27,2424,0
C803875434,C1062955798,38338.0,2428,0
C803875434,C1381942422,41352.91,2431,0
C803875434,C1189566998,34179.73,2436,0
C803875434,C162052611,6868.84,2437,0
C31856269,C6336491,37870.78,2438,0
C31856269,C2059661879,30321.92,2440,0
C31856269,C1744564634,25253.86,2444,0
C31856269,C1043178774,2426.24,2445,0
C31856269,C1212816507,16985.51,2451,0
C2145958558,C1039004368,46602.75,2455,0
C2145958558,C812084421,8543.85,2458,0
C2145958558,C1151153281,37096.31,2463,0
C2145958558,C217453228,29889.37,2466,0
C2145958558,C1468893975,41500.32,2471,0
C2145958558,C108100482,24747.41,2476,0
C451757648,C1186202401,33853.42,2481,0
C451757648,C1666372980,29393.26,2485,0
C451757648,C587192883,43668.91,2491,0
C451757648,C687721409,1819.03,2497,0
C2110082081,C236413955,29092.9,2501,0
C2110082081,C1270420279,3042.08,2507,0
C2110082081,C1992141438,8940.35,2511,0
C2110082081,C243508130,36198.55,2517,0
C1990624421,C880098201,28842.23,2521,0
C1990624421,C1218854335,5939.83,2527,0
C1990624421,C1007230411,22331.41,2528,0
C1541036104,C813060377,20813.68,2532,0
C1541036104,C1855527129,46065.79,2537,0
C1541036104,C997179270,36506.4,2543,0
C580410563,C1738220356,16589.95,2549,0
C580410563,C1820201425,24179.36,2555,0
C580410563,C999321166,16030.75,2559,0
C876313363,C723316053,38713.49,2561,0
C876313363,C636719139,34196.92,2567,0
C876313363,C1189054692,13585.93,2573,0
C876313363,C905867092,10017.08,2577,0
C876313363,C75213805,14310.82,2579,0
C961237548,C984215406,35392.6,2582,0
C961237548,C1634680748,35396.92,2588,0
C961237548,C1521223119,24250.27,2591,0
C1705787868,C136792119,44840.14,2596,0
C1705787868,C727058943,41009.68,2600,0
C1705787868,C896698325,14877.41,2602,0
C1705787868,C888879845,47788.03,2605,0
C1705787868,C550329629,17644.99,2606,0
C1705787868,C1407398288,32970.62,2610,0
C1705787868,C1253135230,24214.42,2616,0
C1705787868,C1159140488,41483.61,2618,0
C100177425,C1460843648,29548.11,2621,0
C100177425,C8243288,3012.89,2623,0
C100177425,C846420037,11670.75,2628,0
C100177425,C332564438,3098.31,2630,0
C100177425,C2027323250,16849.53,2634,0
C100177425,C1495929099,5476.97,2638,0
C2113624573,C685133321,20641.92,2640,0
C2113624573,C242862115,24133.7,2644,0
C2093551167,C1326729088,28919.6,2646,0
C2093551167,C1230129947,37064.98,2651,0
C2093551167,C154249725,45704.87,2652,0
C2093551167,C1095689302,21185.31,2654,0
C2093551167,C1417405851,46729.17,2656,0
C2093551167,C2065007694,49860.0,2657,0
C2093551167,C1039391518,39504.05,2661,0
C2093551167,C401817712,46862.13,2663,0
C47906428,C1662299226,28614.11,2666,0
C47906428,C836558742,46458.51,2667,0
C1056458353,C1026951232,24948.66,2670,0
C1056458353,C1449454720,42627.46,2672,0
C1056458353,C1253135230,14005.44,2676,0
C1056458353,C1129015061,16868.86,2677,0
C1800943593,C1067658253,36962.59,2683,0
C1800943593,C716780390,28605.17,2686,0
C1800943593,C889082878,9187.0,2688,0
C1800943593,C738043073,44903.62,2694,0
C1800943593,C879535390,26006.39,2698,0
C281517226,C1138509475,16518.28,2699,0
C281517226,C1429962050,838.09,2701,0
C281517226,C1408247796,12158.3,2705,0
C281517226,C329175665,47724.72,2708,0
C281517226,C1758310524,29331.81,2711,0
C1340818050,C453206692,18297.83,2716,0
C1340818050,C273657280,3575.15,2718,0
C1442696578,C1750011781,46193.75,2719,0
C1442696578,C1201702509,38607.13,2725,0
C1442696578,C762548370,6312.08,2731,0
C1442696578,C696593858,18693.42,2734,0
C1442696578,C1612030565,11346.87,2736,0
C1059585431,C968660239,21084.36,2738,0
C1059585431,C692736144,45683.45,2743,0
C1059585431,C526223969,40198.75,2748,0
C1059585431,C883266674,38212.05,2750,0
C1059585431,C1305466972,37859.61,2756,0
C454414142,C560315155,6054.34,2757,0
C454414142,C615727581,45192.96,2762,0
C454414142,C1618131348,28848.73,2764,0
C454414142,C2021616196,8644.59,2766,0
C454414142,C1056458353,22371.11,2771,0
C454414142,C173227949,10667.37,2777,0
C1416332676,C487816812,7031.24,2782,0
C1416332676,C1633357357,23111.52,2786,0
C1416332676,C1918993676,28160.46,2787,0
C1416332676,C1299249468,40442.31,2793,0
C1416332676,C1355703897,1577.64,2799,0
C1608982030,C1236928666,35169.05,2802,0
C1608982030,C1262221515,49709.12,2807,0
C1608982030,C1883530876,49313.79,2808,0
C1608982030,C243508130,2070.88,2812,0
C1608982030,C1990624421,9409.08,2816,0
C1608982030,C1062955798,38408.47,2818,0
C1608982030,C224523988,32471.1,2824,0
C1608982030,C944587801,19035.82,2828,0
C228817633,C1158739501,43790.41,2832,0
C228817633,C1708233613,32849.94,2834,0
C228817633,C1059585431,6372.34,2837,0
C228817633,C1580147931,19956.4,2842,0
C228817633,C691504407,36528.98,2844,0
C1772080172,C1943559410,21494.34,2846,0
C1772080172,C1280807641,41256.34,2850,0
C1772080172,C530312278,23300.95,2852,0
C1772080172,C836558742,14144.66,2854,0
C1772080172,C1189484365,38391.75,2860,0
C1772080172,C707498876,40569.17,2861,0
C1772080172,C577095293,30938.7,2865,0
C1772080172,C1924378826,12412.98,2866,0
C391691269,C1482907436,22598.83,2867,0
C391691269,C487353600,35312.67,2873,0
C1686917354,C1323285814,22228.66,2874,0
C1686917354,C669132066,11254.83,2879,0
C1686917354,C834587736,7436.71,2880,0
C203422325,C1904088092,29085.0,2883,0
C203422325,C882180740,41009.93,2889,0
C203422325,C1972399399,15437.34,2891,0
C241338795,C27160275,47451.75,2893,0
C241338795,C781002319,45623.09,2899,0
C241338795,C1791302646,34098.13,2905,0
C241338795,C183063327,25033.23,2910,0
C241338795,C1804135110,47108.53,2913,0
C241338795,C1868166322,19367.15,2919,0
C241338795,C523280854,16277.36,2924,0
C1191561527,C812084421,27127.45,2928,0
C1191561527,C713341736,42542.38,2930,0
C1191561527,C1851953896,42948.29,2933,0
C1191561527,C31751449,40385.92,2935,0
C1191561527,C251149739,28338.1,2936,0
C340810163,C757438401,16848.02,2940,0
C340810163,C1697204397,46150.19,2941,0
C340810163,C1728344274,5076.97,2944,0
C340810163,C1153647536,41555.61,2950,0
C340810163,C1430874391,13788.85,2951,0
C340810163,C1042420111,30445.99,2957,0
C642179744,C1990624421,11242.32,2958,0
C642179744,C159553549,43538.96,2960,0
C642179744,C573343612,15507.81,2963,0
C642179744,C909417034,10984.48,2964,0
C642179744,C1351663874,48122.84,2966,0
C642179744,C846644301,37470.52,2967,0
C642179744,C171845281,45764.84,2971,0
C642179744,C2122852554,30417.88,2977,0
C421886919,C1147766016,19342.76,2979,0
C421886919,C2118725038,32611.71,2984,0
C421886919,C1443671413,13447.3,2987,0
C421886919,C413619981,44199.19,2992,0
C421886919,C575159263,5381.11,2996,0
C1119457986,C909417034,20989.54,3002,0
C1119457986,C1871367684,43272.2,3007,0
C1119457986,C1042420111,7723.17,3013,0
C1119457986,C325950166,27888.92,3016,0
C1119457986,C409116124,29167.57,3021,0
C1659648833,C187793970,19302.07,3025,0
C1659648833,C618040173,25215.42,3027,0
C1659648833,C322762576,47201.49,3033,0
C1659648833,C2024793829,13237.67,3036,0
C85553282,C1299678524,17932.72,3040,0
C85553282,C15363457,36155.52,3042,0
C85553282,C685703062,9610.36,3046,0
C85553282,C1614605674,49521.02,3051,0
C85553282,C425206607,26435.25,3052,0
C85553282,C1698902408,47286.81,3053,0
C85553282,C229572864,2901.46,3059,0
C2108570815,C846420037,7975.97,3060,0
C2108570815,C1419670273,25533.78,3062,0
C2108570815,C2067587783,3492.28,3065,0
C2108570815,C1073393831,33504.36,3071,0
C2108570815,C1474365363,45681.2,3076,0
C1738799969,C934707720,1086.62,3082,0
C1738799969,C132091117,36248.54,3087,0
C1738799969,C1954830852,48885.23,3092,0
C1738799969,C1798576800,25359.69,3093,0
C1738799969,C1635287948,33864.63,3099,0
C1039391518,C2079689660,7870.43,3101,0
C1039391518,C1129015061,31179.15,3103,0
C2079400151,C905867092,28467.61,3106,0
C2079400151,C619032673,11679.93,3112,0
C2079400151,C229572864,41489.07,3118,0
C2079400151,C1455477306,32859.92,3119,0
C2079400151,C281517226,38099.5,3125,0
C2079400151,C6336491,20561.28,3126,0
C2079400151,C1732920013,27858.72,3130,0
C2079400151,C2001552643,32019.03,3131,0
C447598333,C1772080172,32422.91,3137,0
C447598333,C883255931,28509.9,3140,0
C447598333,C1270671391,44792.17,3141,0
C487816812,C1710453497,24037.26,3142,0
C487816812,C297217838,46245.88,3143,0
C487816812,C648343452,46316.45,3149,0
C477766468,C1561706130,29558.29,3154,0
C477766468,C1847252866,41134.67,3160,0
C477766468,C1175583573,15314.21,3161,0
C477766468,C6855451,12403.37,3166,0
C477766468,C934707720,34013.23,3170,0
C477766468,C1820201425,16920.63,3175,0
C1213751399,C1104612016,4382.17,3181,0
C1213751399,C1279213624,48729.0,3187,0
C1213751399,C846644301,5335.45,3188,0
C1715627080,C100177425,16655.64,3190,0
C1715627080,C1530729181,14029.69,3196,0
C1715627080,C110491186,24784.87,3200,0
C1715627080,C2065007694,27875.37,3203,0
C1715627080,C1936002428,21876.47,3207,0
C1715627080,C493142121,29500.82,3213,0
C1715627080,C1455477306,4741.86,3217,0
C1715627080,C370783133,15121.28,3222,0
C1275962387,C1541036104,31878.09,3224,0
C1275962387,C228817633,19786.29,3230,0
C1275962387,C466871230,5774.27,3233,0
C1275962387,C1396220041,47176.53,3234,0
C1275962387,C1449480284,18315.92,3238,0
C1275962387,C879432072,5560.45,3241,0
C1275962387,C2012490762,9775.89,3242,0
C538248429,C249431672,18018.76,3246,0
C538248429,C880687163,30047.77,3247,0
C538248429,C2044588037,43254.05,3250,0
C538248429,C1399870244,14946.44,3251,0
C538248429,C2093424200,39068.87,3255,0
C538248429,C1039391518,45106.23,3261,0
C595935964,C27160275,15406.0,3263,0
C595935964,C227534842,7723.77,3267,0
C595935964,C1069301457,22016.48,3269,0
C595935964,C545954033,15337.74,3273,0
C595935964,C1621778977,18375.68,3274,0
C595935964,C326504380,36184.52,3276,0
C874228218,C1738859603,834.98,3280,0
C874228218,C1422789876,16944.75,3284,0
C874228218,C366375858,19304.55,3289,0
C874228218,C1406125934,22291.03,3292,0
C874228218,C2045856339,40866.04,3296,0
C874228218,C312653614,48724.16,3302,0
C1767854326,C549228914,24210.98,3304,0
C1767854326,C2138247762,48246.44,3306,0
C1767854326,C1783574270,14926.68,3309,0
C1767854326,C300545633,31828.67,3315,0
C1429962050,C1218854335,46637.32,3320,0
C1429962050,C295374520,29815.24,3322,0
C1429962050,C1851953896,9406.4,3327,0
C1429962050,C1027487251,1832.35,3332,0
C1429962050,C1405233246,23350.3,3338,0
C1429962050,C1922274919,10877.6,3344,0
C1429962050,C1359094719,41648.45,3347,0
C1429962050,C822130127,41038.8,3348,0
C1335522700,C1079174282,8130.09,3352,0
C1335522700,C593385668,39559.3,3356,0
C1335522700,C1781130554,22728.8,3357,0
C1335522700,C1644089270,24222.12,3362,0
C1335522700,C589526339,26951.19,3366,0
C1335522700,C103867796,21205.88,3372,0
C1335522700,C2008067078,39640.69,3373,0
C2079689660,C467863283,33051.28,3376,0
C2079689660,C1482907436,8733.76,3379,0
C2079689660,C675756216,2692.69,3384,0
C2079689660,C1191561527,34034.86,3390,0
C2079689660,C332564438,48357.15,3394,0
C2079689660,C2065007694,48302.98,3397,0
C2079689660,C1590867054,5744.26,3401,0
C549430717,C879816847,28120.67,3402,0
C549430717,C1633357357,28974.15,3408,0
C549430717,C1645376016,19018.92,3412,0
C549430717,C1738220356,38730.94,3416,0
C769838718,C1677740062,21090.78,3421,0
C769838718,C1121445525,6245.43,3422,0
C769838718,C1807161875,7512.92,3428,0
C769838718,C853583605,17481.8,3431,0
C769838718,C939349615,26295.18,3433,0
C769838718,C642367460,24070.05,3436,0
C769838718,C481871180,36238.7,3440,0
C572320355,C443374393,6196.72,3444,0
C572320355,C713341736,32574.51,3447,0
C572320355,C1190378285,40102.48,3453,0
C572320355,C1019664595,12573.69,3459,0
C1307375853,C1201702509,39988.91,3461,0
C1307375853,C1545903709,9630.36,3467,0
C1307375853,C1619628002,33036.74,3473,0
C1307375853,C755371465,1945.02,3477,0
C1307375853,C1642064612,44213.32,3482,0
C1307375853,C2136934232,29814.06,3486,0
C2062429839,C833572178,10686.33,3490,0
C2062429839,C211230721,40532.12,3496,0
C746038304,C607385181,10255.18,3497,0
C746038304,C2014356054,13486.49,3498,0
C746038304,C467863283,26621.89,3502,0
C746038304,C1961724439,16013.5,3508,0
C746038304,C850447698,30759.77,3512,0
C746038304,C295374520,6154.49,3517,0
C343934374,C366375858,29713.33,3520,0
C343934374,C1436286683,7130.41,3526,0
C343934374,C1124417310,12309.35,3527,0
C343934374,C707498876,9560.7,3528,0
C343934374,C489333552,7497.25,3534,0
C343934374,C1202579115,21202.84,3538,0
C343934374,C984215406,28952.9,3540,0
C343934374,C705085245,9694.81,3544,0
C1838637042,C477469073,14797.32,3550,0
C1838637042,C2137060254,16071.71,3552,0
C1838637042,C926481896,31160.79,3556,0
C1838637042,C249431672,47616.18,3559,0
C1838637042,C638072409,7258.47,3563,0
C1838637042,C1323101813,48209.54,3567,0
C1893303564,C540461844,24690.63,3572,0
C1893303564,C129101560,28487.19,3573,0
C1893303564,C1670058397,14958.45,3575,0
C1893303564,C764643782,11629.75,3578,0
C1893303564,C1005997884,8826.34,3581,0
C1893303564,C757387061,28499.7,3585,0
C1893303564,C793507905,27711.45,3589,0
C394709529,C822130127,41219.24,3590,0
C394709529,C466871230,38120.2,3591,0
C394709529,C769930754,27544.49,3595,0
C394709529,C1253135230,5569.61,3599,0
C394709529,C402220049,37691.6,3605,0
C394709529,C1908145276,43803.09,3608,0
C607385181,C2016004703,38893.77,3609,0
C607385181,C719417009,10888.97,3611,0
C607385181,C1119457986,29602.23,3617,0
C607385181,C415472294,43121.91,3620,0
C607385181,C1387393603,31822.15,3625,0
C1367301509,C593385668,17865.37,3627,0
C1367301509,C721637010,30044.46,3630,0
C1367301509,C1476446823,16520.85,3632,0
C1367301509,C2102595133,14985.42,3638,0
C1367301509,C1417405851,13733.48,3643,0
C1367301509,C162052611,49281.67,3648,0
C282139929,C1429962050,6780.96,3654,0
C282139929,C2045856339,12859.02,3656,0
C282139929,C558463614,16443.79,3662,0
C282139929,C1405233246,38192.94,3664,0
C282139929,C1635287948,19938.69,3670,0
C282139929,C1417405851,29082.56,3672,0
C282139929,C1707701661,31576.73,3675,0
C282139929,C1228425454,22873.59,3679,0
C1399870244,C2065007694,23007.43,3685,0
C1399870244,C1275962387,16700.82,3689,0
C1399870244,C1570698094,43510.93,3690,0
C1399870244,C217453228,5110.51,3696,0
C1399870244,C1942879550,31924.61,3700,0
C1399870244,C563679117,18232.03,3706,0
C1399870244,C1233005845,39886.06,3707,0
C1399870244,C1126294209,11282.58,3711,0
C474979153,C2093020971,6964.42,3715,0
C474979153,C540461844,39521.03,3719,0
C474979153,C1236297854,38231.57,3725,0
C474979153,C1019496792,5428.95,3726,0
C474979153,C1429719357,1305.93,3730,0
C474979153,C881650710,22343.65,3732,0
C474979153,C1222193455,49595.99,3733,0
C474979153,C1856208585,10514.75,3737,0
C1949551795,C1985510985,43783.96,3743,0
C1949551795,C1005444601,5120.33,3746,0
C1949551795,C1391242358,12894.27,3749,0
C642367460,C1218168589,35122.35,3752,0
C642367460,C548721895,21746.93,3754,0
C642367460,C1375239528,35333.05,3755,0
C642367460,C1579335036,11064.35,3756,0
C642367460,C164853585,7068.64,3757,0
C642367460,C89065101,26212.49,3759,0
C642367460,C46398269,959.7,3763,0
C1899520640,C1832914863,24146.16,3769,0
C1899520640,C489156799,19461.96,3771,0
C1899520640,C499151485,40394.86,3777,0
C1899520640,C1272346722,16010.9,3778,0
C932917442,C2021135336,43787.62,3781,0
C932917442,C370783133,49650.54,3787,0
C932917442,C1530922166,3886.37,3789,0
C101051316,C6811330,8623.77,3794,0
C101051316,C1985510985,36260.39,3797,0
C536926509,C271666226,44881.35,3803,0
C536926509,C133737212,37746.06,3805,0
C536926509,C223911907,36635.45,3810,0
C536926509,C1568431720,48180.81,3813,0
C536926509,C2030094732,39658.29,3816,0
C536926509,C1618858027,14209.9,3818,0
C536926509,C421886919,12784.27,3819,0
C1406125934,C1944390869,42470.66,3824,0
C1406125934,C1875479407,43853.45,3830,0
C1406125934,C586613917,26128.58,3832,0
C1406125934,C631076481,9838.0,3837,0
C1406125934,C1855527129,15129.33,3841,0
C1406125934,C1445440249,39298.18,3842,0
C1626351650,C1960281066,29899.52,3844,0
C1626351650,C1265257555,44491.86,3849,0
C1626351650,C2092532708,49350.69,3850,0
C1626351650,C883255931,7033.15,3853,0
C1626351650,C675756216,21332.74,3858,0
C1294431000,C1124417310,3842.86,3863,0
C1294431000,C1717255145,11179.28,3866,0
C1294431000,C465885441,47459.66,3867,0
C1294431000,C1421044206,25577.22,3871,0
C1294431000,C1990624421,35775.14,3877,0
C1294431000,C1666372980,21466.97,3881,0
C1294431000,C385749210,4580.18,3885,0
C841588436,C223911907,25809.58,3890,0
C841588436,C187793970,48728.51,3892,0
C841588436,C2004671188,27051.31,3894,0
C841588436,C1686917354,29528.64,3898,0
C841588436,C1786706990,34212.26,3904,0
C841588436,C281517226,15853.39,3905,0
C332564438,C108931212,30808.69,3909,0
C332564438,C1101124654,15809.86,3910,0
C332564438,C501699559,33073.59,3916,0
C332564438,C642179744,6412.43,3918,0
C332564438,C638186017,7291.98,3924,0
C332564438,C1279387677,8609.72,3925,0
C332564438,C1355703897,26388.77,3928,0
C1619116297,C638072409,39165.64,3934,0
C1619116297,C1483944324,36780.32,3937,0
C1619116297,C1253065800,38685.8,3938,0
C1619116297,C1942879550,17083.05,3939,0
C279958624,C549772321,48765.0,3943,0
C279958624,C71848990,4314.97,3949,0
C279958624,C2016004703,25783.7,3953,0
C279958624,C778786091,25230.7,3954,0
C2031397595,C926431846,38779.78,3959,0
C2031397595,C1803099256,33868.96,3964,0
C2031397595,C1430874391,11806.02,3965,0
C2038621739,C669132066,12605.3,3970,0
C2038621739,C1199238697,18516.84,3974,0
C1125952157,C1095533087,45740.41,3976,0
C1125952157,C1263415200,32957.31,3982,0
C1125952157,C355497156,16429.2,3984,0
C1888177932,C1871367684,33829.62,3988,0
C1888177932,C1530689529,9377.55,3989,0
C1888177932,C1056458353,49079.99,3994,0
C1888177932,C1706893513,3911.86,3998,0
C1888177932,C330198568,43368.6,4002,0
C1888177932,C1508162182,16701.4,4005,0
C1888177932,C965356935,23108.94,4010,0
C1265257555,C180387833,15543.51,4013,0
C1265257555,C1719689544,12507.91,4018,0
C1265257555,C292745604,29788.7,4021,0
C530829341,C1992141438,815.71,4025,0
C530829341,C1422789876,1683.56,4029,0
C530829341,C1698902408,17647.97,4034,0
C530829341,C775395714,43921.33,4040,0
C530829341,C306081184,572.37,4043,0
C530829341,C224786116,19125.6,4049,0
C530829341,C105298583,36497.14,4055,0
C530829341,C1121445525,10657.12,4056,0
C1483016115,C764643782,5104.82,4058,0
C1483016115,C921754046,44915.73,4060,0
C1483016115,C2141625473,20946.31,4065,0
C1483016115,C879432072,23193.67,4068,0
C1483016115,C1920437632,4702.67,4074,0
C822130127,C1003557424,3583.0,4075,0
C822130127,C1732566393,48228.8,4081,0
C822130127,C844367463,14937.96,4083,0
C822130127,C961237548,46339.08,4086,0
C822130127,C458029957,35185.92,4090,0
C822130127,C1688667094,16649.45,4096,0
C1095957211,C1292175967,39106.88,4100,0
C1095957211,C876313363,5894.16,4105,0
C1095957211,C693738293,8636.56,4106,0
